hanja,initial,medial,final,hangul,tone
羼,tsʰ,a,n,찬,R
訕,s,a,n,산,R
姦,k,a,n,간,
顏,,a,n,안,L
諫,k,a,n,간,R
澗,k,a,n,간,R
贋,,a,n,안,R
鴈,,a,n,안,R
偐,,a,n,안,
僴,h,a,n,한,R
骭,h,a,n,한,R
晏,,a,n,안,R
拔,p,a,r,발,
刹,tsʰ,a,r,찰,H
鴶,,a,r,알,H
圿,k,a,r,갈,H
瞎,h,a,r,할,H
轄,h,a,r,할,H
板,pʰ,a,n,판,H
菅,k,wa,n,관,L
鏟,s,a,n,산,R
孿,s,wa,n,솬,R
關,k,wa,n,관,L
慣,k,wa,n,관,
串,k,wa,n,관,
頑,,wa,n,완,L
還,h,wa,n,환,L
環,h,wa,n,환,L
寰,h,wa,n,환,L
鬟,h,wa,n,환,L
莞,,wa,n,완,L
患,h,wa,n,환,R
宦,h,wa,n,환,R
豢,h,wa,n,환,R
槵,h,wa,n,환,R
刮,k,wa,r,괄,H
撰,tsʰ,a,n,찬,
饌,tsʰ,a,n,찬,R
薍,r,a,n,란,R
彎,m,a,n,만,L
鞭,pʰ,je,n,편,L
變,p,je,n,변,R
弁,p,je,n,변,R
卞,p,je,n,변,R
篇,pʰ,je,n,편,L
偏,pʰ,je,n,편,L
騙,pʰ,je,n,편,R
徧,p,je,n,변,R
徧,pʰ,je,n,편,R/H
便,pʰ,je,n,편,L/R
便,p,je,n,변,L/R
辨,p,je,n,변,R
辯,p,je,n,변,R/H
便,p,je,n,변,H
綿,m,je,n,면,L
緡,m,je,n,면,L
免,m,je,n,면,R
連,r,je,n,련,L
鰱,r,je,n,련,L
輦,r,je,n,련,H
璉,r,je,n,련,R
碾,n,je,n,년,R
煎,ts,je,n,젼,L
剪,ts,je,n,젼,R
箭,ts,je,n,젼,R
煎,ts,je,n,젼,R
遷,tsʰ,je,n,쳔,L
韆,tsʰ,je,n,쳔,L
淺,tsʰ,je,n,쳔,R
錢,ts,je,n,젼,L/R
餞,ts,je,n,젼,R
踐,tsʰ,je,n,쳔,R/H
賤,tsʰ,je,n,쳔,R
仙,s,je,n,션,L
鮮,s,je,n,션,
秈,s,je,n,션,L
鮮,s,je,n,션,R
癬,s,je,n,션,R
燹,s,je,n,션,R
蘚,s,je,n,션,R
獮,s,je,n,션,R
線,s,je,n,션,R
鱣,ts,je,n,젼,
展,t,je,n,뎐,
纏,t,je,n,뎐,
廛,t,je,n,뎐,L
氈,ts,je,n,젼,L
栴,ts,je,n,젼,
旃,ts,je,n,젼,L
饘,ts,je,n,젼,L
鸇,ts,je,n,젼,L
戰,ts,je,n,젼,R
闡,tsʰ,je,n,쳔,R
扇,s,je,n,션,R
騸,s,je,n,션,R
蟬,s,je,n,션,L
禪,s,je,n,션,L
善,s,je,n,션,R
蟺,s,je,n,션,R
鱔,s,je,n,션,R
膳,s,je,n,션,R
然,z,je,n,ᅀᅧᆫ,L
燃,z,je,n,ᅀᅧᆫ,L
囝,k,je,n,견,R
遣,k,je,n,견,R
譴,k,je,n,견,R
延,,je,n,연,L
筵,,je,n,연,L
蜒,,je,n,연,L
莚,,je,n,연,L
演,,je,n,연,R
碾,t,je,n,뎐,L
蘖,p,je,k,벽,H
涎,,je,n,연,L
羶,ts,je,n,젼,L
膻,ts,je,n,젼,L
勉,m,je,n,면,R
娩,m,je,n,면,R
冕,m,je,n,면,R
面,m,je,n,면,R
羨,s,je,n,션,R
鼈,p,je,r,별,H
虌,p,je,r,별,H
鱉,p,je,r,별,H
別,p,je,r,별,H
滅,m,je,r,멸,H
搣,m,je,r,멸,H
列,r,je,r,렬,H
烈,r,je,r,렬,H
裂,r,je,r,렬,
蛚,r,je,r,렬,H
鴷,r,je,r,렬,H
薛,s,je,r,셜,H
泄,s,je,r,셜,H
絏,s,je,r,셜,H
褻,s,je,r,셜,H
洩,s,je,r,셜,H
媟,s,je,r,셜,H
疶,s,je,r,셜,H
哲,tʰ,je,r,텰,H
徹,tʰ,je,r,텰,H
撤,tʰ,je,r,텰,H
折,ts,je,r,졀,H
靼,ts,je,r,졀,H
掣,tʰ,je,r,텰,H
舌,s,je,r,셜,H
設,s,je,r,셜,H
折,ts,je,r,졀,H
熱,z,je,r,ᅀᅧᆯ,H
訐,k,je,r,결,H
孑,h,je,r,혈,H
謇,k,e,n,건,L
瀽,k,e,n,건,R
愆,k,e,n,건,L
騫,k,e,n,건,L
攐,k,e,n,건,L
乾,k,e,n,건,L
虔,k,e,n,건,L/R
件,k,e,n,건,R
諺,,e,n,언,R
喭,,e,n,언,R
彥,,e,n,언,R
焉,,e,n,언,L
鰋,,e,n,언,R
傑,k,e,r,걸,H
桀,k,e,r,걸,H
孽,,e,r,얼,H
孼,,e,r,얼,H
闑,,e,r,얼,H
鼈,p,je,,벼,
戀,r,je,n,련,R
鐫,ts,je,n,젼,L
悛,ts,je,n,젼,L
全,ts,je,n,젼,L
泉,tsʰ,je,n,쳔,L
宣,s,je,n,션,L
旋,s,je,n,션,L
旋,s,je,n,션,
轉,t,je,n,뎐,R
轉,t,je,n,뎐,R
傳,t,je,n,뎐,L
傳,t,je,n,뎐,R
撰,s,je,n,션,R
僎,s,je,n,션,R
專,ts,je,n,젼,L
甎,ts,je,n,젼,L
顓,ts,je,n,젼,L
川,tsʰ,je,n,쳔,L
穿,tsʰ,je,n,쳔,L
喘,tsʰ,je,n,쳔,R
船,s,je,n,션,L
舡,s,je,n,션,
撋,z,je,n,ᅀᅧᆫ,L
軟,,je,n,연,R
腝,,je,n,연,R
蠕,z,je,n,ᅀᅧᆫ,R
絹,k,je,n,견,R/L
緣,,je,n,연,L
鉛,,je,n,연,L
鳶,,je,n,연,L
劣,r,je,r,렬,H
絕,ts,je,r,졀,H
雪,s,je,r,셜,H
輟,tʰ,je,r,텰,H
啜,tʰ,je,r,텰,H
梲,ts,je,r,졀,H
說,s,je,r,셜,H
爇,s,je,r,셜,H
缺,k,je,r,결,H
悅,,je,r,열,H
閱,,je,r,열,H
卷,k,we,n,권,R
眷,k,we,n,권,R
卷,k,we,n,권,R
拳,k,we,n,권,L
權,k,we,n,권,L
卷,k,we,n,권,L
倦,k,we,n,권,R
圓,,we,n,원,L
員,,we,n,원,L
院,,we,n,원,L
援,,we,n,원,L
吮,,je,n,연,R
篅,tsʰ,je,n,쳔,R
腨,tsʰ,je,n,쳔,R
椽,,je,n,연,L
軟,t,o,r,돌,
瑗,,we,n,원,R/L
衏,,we,n,원,R
顴,k,wa,n,관,R
羯,k,a,r,갈,H
訐,,a,r,알,H
碣,k,a,r,갈,H
竭,k,a,r,갈,H
蠍,k,a,r,갈,H
謁,,a,r,알,H
犍,k,e,n,건,L
鞬,k,e,n,건,L
鍵,k,e,n,건,R
言,,e,n,언,L
軒,h,e,n,헌,L
掀,h,e,n,헌,L
憲,h,e,n,헌,R
獻,h,e,n,헌,R/H
堰,,e,n,언,R
歇,h,e,r,헐,H
蠍,h,e,r,헐,H
反,p,a,n,반,R
返,p,a,n,반,R
阪,p,a,n,반,R
販,pʰ,a,n,판,H
畈,pʰ,a,n,판,H
礬,p,a,n,반,L
飯,p,a,n,반,R/H
飯,pʰ,a,n,판,
晚,m,a,n,만,R
挽,m,a,n,만,R
娩,m,a,n,만,
萬,m,a,n,만,R
髮,p,a,r,발,H
發,p,a,r,발,H
襪,m,a,r,말,H
韈,m,a,r,말,H
阮,,wa,n,완,R
喧,h,wa,n,환,R
楦,h,wa,n,환,R
踠,,wa,n,완,L
畹,,wa,n,완,R
諠,h,wa,n,환,R
援,,wa,n,완,L
遠,,wa,n,완,R
瑗,,wa,n,완,R
曰,,wa,r,왈,H
藩,p,e,n,번,L
翻,p,e,n,번,L
反,p,e,n,번,L
旛,p,e,n,번,L
轓,p,e,n,번,L
幡,p,e,n,번,L
煩,p,e,n,번,L
礬,p,e,n,번,L
繁,p,e,n,번,L
樊,p,e,n,번,L
燔,p,e,n,번,L
蘩,p,e,n,번,L
伐,p,e,r,벌,H
筏,p,e,r,벌,H
罰,p,e,r,벌,H
瞂,p,e,r,벌,H
噦,,e,r,얼,H
勸,k,we,n,권,R
券,k,we,n,권,R
圈,k,we,n,권,R
元,,we,n,원,L
喧,h,we,n,훤,
萱,h,we,n,훤,L
寃,,we,n,원,L
怨,,we,n,원,L
鴛,,we,n,원,L
菀,,we,n,원,R
怨,,we,n,원,R
袁,,we,n,원,L
原,,we,n,원,L
源,,we,n,원,L
黿,,we,n,원,L
莞,,we,n,원,L
願,,we,n,원,R
愿,,we,n,원,R
暄,h,we,n,훤,L
貆,h,we,n,훤,L
楦,h,we,n,훤,R
轅,,we,n,원,L
園,,we,n,원,L
援,,we,n,원,L
猿,,we,n,원,L
垣,,we,n,원,L
榬,,we,n,원,L
遠,,we,n,원,R
蹶,k,we,r,궐,H
蕨,k,we,r,궐,H
鱖,k,we,r,궐,H
瘚,k,we,r,궐,H
闕,k,we,r,궐,H
橛,k,we,r,궐,H
撅,k,we,r,궐,
月,,we,r,월,H
軏,,we,r,월,H
刖,,we,r,월,H
越,,we,r,월,H
鉞,,we,r,월,H
捏,n,a,r,날,H
苶,n,a,r,날,H
涅,n,a,r,날,H
桔,k,a,r,갈,
邊,p,je,n,변,L
蝙,pʰ,je,n,편,L
籩,p,je,n,변,L
遍,p,je,n,변,R
遍,pʰ,je,n,편,H/L
片,pʰ,je,n,편,R/H
玭,p,je,n,변,L
眠,m,je,n,면,L
艑,pʰ,je,n,편,R
麵,m,je,n,면,H
顛,t,je,n,뎐,L
巔,t,je,n,뎐,L
癫,t,je,n,뎐,L
典,t,je,n,뎐,R
天,tʰ,je,n,텬,L
靦,t,je,n,뎐,R
田,t,je,n,뎐,L
田,ts,je,n,젼,L
電,t,je,n,뎐,R
殿,t,je,n,뎐,R
奠,t,je,n,뎐,R
淀,t,je,n,뎐,R
甸,t,je,n,뎐,R/L
澱,t,je,n,뎐,R
年,n,je,n,년,L
撚,n,je,n,년,R
憐,r,je,n,련,L
蓮,r,je,n,련,L
鍊,r,je,n,련,R
煉,r,je,n,련,
箋,ts,je,n,젼,L
薦,tsʰ,je,n,쳔,R
牮,ts,je,n,젼,R
千,tsʰ,je,n,쳔,L
倩,tsʰ,je,n,쳔,R
蒨,tsʰ,je,n,쳔,R
前,ts,je,n,젼,L
先,s,je,n,션,L
跣,s,je,n,션,R/L
先,s,je,n,션,R
霰,s,je,n,션,R
肩,k,je,n,견,L
堅,k,je,n,견,L
繭,k,je,n,견,R
趼,k,je,n,견,R
筧,h,je,n,현,R
襺,k,je,n,견,R
見,k,je,n,견,R
研,,je,n,연,L
硯,,je,n,연,H
研,,je,n,연,R
顯,h,je,n,현,R
憲,h,je,n,현,R
蜆,h,je,n,현,R
賢,h,je,n,현,L
弦,h,je,n,현,L
舷,h,je,n,현,L
峴,h,je,n,현,R
煙,,je,n,연,L
燕,,je,n,연,L
胭,,je,n,연,L
咽,,je,n,연,L
燕,,je,n,연,R
嚥,,je,n,연,R
宴,,je,n,연,R
咽,,i,n,인,L
迭,t,i,r,딜,
垤,t,i,r,딜,H
跌,t,i,r,딜,H
絰,t,i,r,딜,H
桔,k,i,r,길,H
頡,h,i,r,힐,H
纈,h,i,r,힐,H
研,z,je,n,ᅀᅧᆫ,L
駢,p,je,ŋ,벼ᇰ,L
畋,t,je,n,뎐,R
癜,t,je,n,뎐,R
見,h,je,n,현,R
莧,h,je,n,현,R
鷰,,je,n,연,R
篾,m,je,r,멸,H
蠛,m,je,r,멸,H
鐵,tʰ,je,r,텰,H
餮,tʰ,je,r,텰,H
捏,n,je,r,녈,H
涅,n,je,r,녈,H
節,ts,je,r,졀,H
癤,ts,je,r,졀,H
切,ts,je,r,졀,H
竊,ts,je,r,졀,H
截,ts,je,r,졀,H
糏,s,je,r,셜,H
楔,s,je,r,셜,H
結,k,je,r,결,H
潔,k,je,r,결,H
鍥,k,je,r,결,H
霓,,je,r,열,H
霓,ŋ,je,r,ᅌᅧᆯ,H
齧,h,je,r,혈,H
絜,h,je,r,혈,H
絜,k,je,r,결,H
咽,,je,r,열,
蠮,,je,r,열,H
結,k,jei,,계,
蠲,k,je,n,견,L
鵑,k,je,n,견,L
畎,k,je,n,견,R
狷,k,je,n,견,H
犬,k,je,n,견,R
玄,h,je,n,현,L
懸,h,je,n,현,
絢,h,je,n,현,R
縣,h,je,n,현,R/H
眩,h,je,n,현,R
衒,h,je,n,현,R
淵,,je,n,연,L
決,k,je,r,결,H
訣,k,je,r,결,H
闋,k,je,r,결,H
血,h,je,r,혈,H
穴,h,je,r,혈,H
淵,z,je,n,ᅀᅧᆫ,L
跟,k,ɨ,n,근,L
根,k,ɨ,n,근,L
齦,k,ɨ,n,근,L
痕,h,ɨ,n,흔,L
恩,,ɨ,n,은,L
麧,h,ɨ,r,흘,H
齕,h,ɨ,r,흘,H
吞,tʰ,ə,n,ᄐᆞᆫ,L
懇,k,ə,n,ᄀᆞᆫ,R
狠,h,ə,n,ᄒᆞᆫ,R
恨,h,ə,n,ᄒᆞᆫ,R
齕,h,əi,k,ᄒᆡᆨ,
本,p,o,n,본,H
畚,p,o,n,본,H
敦,t,o,n,돈,L
墩,t,o,n,돈,L
驐,t,o,n,돈,L
暾,t,o,n,돈,L
頓,t,o,n,돈,R/H
褪,t,o,n,돈,R
豚,t,o,n,돈,L
飩,t,o,n,돈,L
魨,t,o,n,돈,L
燉,t,o,n,돈,
囤,t,o,n,돈,R
沌,t,o,n,돈,R
論,r,o,n,론,L
論,r,o,n,론,R
尊,ts,o,n,존,L
村,tsʰ,o,n,촌,R
忖,tsʰ,o,n,촌,
寸,tsʰ,o,n,촌,R
存,ts,o,n,존,L
鐏,ts,o,n,존,R
孫,s,o,n,손,L
猻,s,o,n,손,L
蓀,s,o,n,손,L
飧,s,o,n,손,L
損,s,o,n,손,R
孫,s,o,n,손,R
巽,s,o,n,손,R
昆,k,o,n,곤,L
蜫,k,o,n,곤,L
滾,k,o,n,곤,R
袞,k,o,n,곤,R
坤,k,o,n,곤,L
閫,k,o,n,곤,R
困,k,o,n,곤,R
棍,k,o,n,곤,
昏,h,o,n,혼,L
婚,h,o,n,혼,L
閽,h,o,n,혼,L
魂,h,o,n,혼,L
餛,h,o,n,혼,L
渾,h,o,n,혼,L
混,h,o,n,혼,R
棍,k,o,n,곤,R
渾,h,o,n,혼,R
圂,h,o,n,혼,R
溫,,o,n,온,L
瘟,,o,n,온,L
昷,,o,n,온,L
穩,,o,n,온,
搵,,o,n,온,R
沒,m,o,r,몰,H
柮,t,o,r,돌,H
突,t,o,r,돌,H
揬,t,o,r,돌,
堗,t,o,r,돌,H
卒,ts,o,r,졸,H
猝,ts,o,r,졸,H
卒,ts,o,r,졸,H
窣,s,o,r,솔,H
骨,k,o,r,골,H
榾,k,o,r,골,H
兀,,o,r,올,
杌,,o,r,올,H
忽,h,o,r,홀,H
笏,h,o,r,홀,H
鶻,k,o,r,골,H
勃,p,ə,r,ᄇᆞᆯ,H
脖,p,ə,r,ᄇᆞᆯ,H
鵓,p,ə,r,ᄇᆞᆯ,L
飧,tsʰ,a,n,찬,R
暪,m,a,n,만,R
悶,m,i,n,민,
奔,p,u,n,분,L
錛,p,u,n,분,L
賁,p,u,n,분,L
噴,p,u,n,분,R
盆,p,u,n,분,L
盆,pʰ,u,n,푼,
門,m,u,n,문,L
屯,t,u,n,둔,L
臀,t,u,n,둔,L
鈍,t,u,n,둔,R
頓,t,u,n,둔,
嫩,n,u,n,눈,
樽,ts,u,n,준,L
蹲,ts,u,n,준,L
裩,k,u,n,군,L
棍,k,u,n,군,
訥,n,u,r,눌,H
窟,k,u,r,굴,H
卼,,u,r,울,
巾,k,e,n,건,L
賓,p,i,n,빈,L
殯,p,i,n,빈,R/H
儐,p,i,n,빈,
擯,p,i,n,빈,R/H
貧,p,i,n,빈,L
獱,p,i,n,빈,L
蘋,p,i,n,빈,L
牝,p,i,n,빈,R
民,m,i,n,민,L
旻,m,i,n,민,L
憫,m,i,n,민,H
敏,m,i,n,민,H
愍,m,i,n,민,H
閔,m,i,n,민,H
泯,m,i,n,민,H
鄰,r,i,n,린,L
鱗,r,i,n,린,L
麟,r,i,n,린,L
吝,r,i,n,린,R
磷,r,i,n,린,R
悋,r,i,n,린,R
津,ts,i,n,진,L/R
盡,ts,i,n,진,R
進,ts,i,n,진,R
晉,ts,i,n,진,R
搢,ts,i,n,진,R
親,tsʰ,i,n,친,L
秦,ts,i,n,진,L
螓,ts,i,n,진,L
辛,s,i,n,신,L
新,s,i,n,신,L
薪,s,i,n,신,L
信,s,i,n,신,R
訊,s,i,n,신,R
迅,s,i,n,신,R
顖,s,i,n,신,R
燼,s,i,n,신,R
珍,t,i,n,딘,L
鎮,t,i,n,딘,R/H
趁,t,i,n,딘,
陳,t,i,n,딘,L
塵,t,i,n,딘,L
陣,t,i,n,딘,H
陳,t,i,n,딘,H
榛,ts,i,n,진,L
蓁,ts,i,n,진,L
襯,tsʰ,i,n,친,R
齔,tsʰ,i,n,친,R
櫬,tsʰ,i,n,친,R
真,ts,i,n,진,L
畛,ts,i,n,진,L
疹,t,i,n,딘,H
袗,t,i,n,딘,R
畛,t,i,n,딘,R
振,ts,i,n,진,R
震,ts,i,n,진,R
賑,ts,i,n,진,R
神,s,i,n,신,L
身,s,i,n,신,L
申,s,i,n,신,L
伸,s,i,n,신,L
娠,s,i,n,신,L
紳,s,i,n,신,L
哂,s,i,n,신,R
矧,s,i,n,신,R
晨,s,i,n,신,L
辰,s,i,n,신,L
臣,s,i,n,신,L
宸,s,i,n,신,L
腎,s,i,n,신,R
慎,s,i,n,신,R
人,z,i,n,ᅀᅵᆫ,L
仁,z,i,n,ᅀᅵᆫ,L
忍,z,i,n,ᅀᅵᆫ,R
刃,z,i,n,ᅀᅵᆫ,R
緊,k,i,n,긴,R
巾,k,i,n,긴,
因,,i,n,인,L
姻,,i,n,인,L
茵,,i,n,인,L
蚓,,i,n,인,H
印,,i,n,인,H
寅,,i,n,인,L
引,,i,n,인,H
因,z,i,n,ᅀᅵᆫ,L
引,z,i,n,ᅀᅵᆫ,
印,z,i,n,ᅀᅵᆫ,H
蜃,s,ju,n,슌,R
辰,ts,i,n,진,R
疹,t,i,n,딘,H
袗,t,i,n,딘,R
畛,t,i,n,딘,R
儘,s,i,n,신,R
瞋,ts,i,n,진,L
嗔,ts,i,n,진,L
仞,z,i,n,ᅀᅵᆫ,R
訒,z,i,n,ᅀᅵᆫ,R
筆,pʰ,i,r,필,H
畢,pʰ,i,r,필,H
必,pʰ,i,r,필,H
觱,pʰ,i,r,필,H
匹,pʰ,i,r,필,H
疋,pʰ,i,r,필,H
弼,pʰ,i,r,필,H
佛,pʰ,i,r,필,H
柲,pʰ,i,r,필,H
密,m,i,r,밀,H
樒,m,i,r,밀,H
蜜,m,i,r,밀,H
七,tsʰ,i,r,칠,H
漆,tsʰ,i,r,칠,H
疾,ts,i,r,질,H
蒺,ts,i,r,질,
嫉,ts,i,r,질,H
悉,s,i,r,실,H
蟋,s,i,r,실,H
窒,t,i,r,딜,H
銍,t,i,r,딜,H
姪,t,i,r,딜,H
秩,t,i,r,딜,H
帙,t,i,r,딜,H
質,ts,i,r,질,H
蛭,t,i,r,딜,H
桎,t,i,r,딜,H
櫍,ts,i,r,질,H
礩,ts,i,r,질,H
實,s,i,r,실,H
失,s,i,r,실,H
室,s,i,r,실,H
日,z,i,r,ᅀᅵᆯ,H
吉,k,i,r,길,H
詰,h,i,r,힐,H
肸,h,i,r,힐,H
一,,i,r,일,H
壹,,i,r,일,H
逸,,i,r,일,H
佚,,i,r,일,H
佾,,i,r,일,H
溢,,i,r,일,H
櫬,tsʰ,ɨ,n,츤,R
巾,k,ɨ,n,근,L
僅,k,ɨ,n,근,R
饉,k,ɨ,n,근,R
覲,k,ɨ,n,근,R
銀,,ɨ,n,은,L
嚚,,ɨ,n,은,L
釁,h,ɨ,n,흔,R
膝,s,ɨ,r,슬,H
櫛,ts,ɨ,r,즐,H
瑟,s,ɨ,r,슬,H
乙,,ɨ,r,을,H
鳦,,ɨ,r,을,H
蝨,s,ɨ,r,슬,H
栗,r,ju,r,률,H
慄,r,ju,r,률,H
篥,r,ju,r,률,H
賓,p,i,ŋ,비ᇰ,L
貧,p,i,ŋ,비ᇰ,L
鬢,p,i,ŋ,비ᇰ,R
擯,p,i,ŋ,비ᇰ,R
蘋,p,i,ŋ,비ᇰ,L
嬪,p,i,ŋ,비ᇰ,L
牝,p,i,ŋ,비ᇰ,R
親,tsʰ,i,ŋ,치ᇰ,
忍,z,i,ŋ,ᅀᅵᇰ,
刃,,i,ŋ,이ᇰ,R
仞,,i,ŋ,이ᇰ,R
觱,pʰ,i,,피,
匹,p,i,,비,
密,m,i,,미,
栗,r,i,,리,
膝,s,i,,시,
斤,k,ɨ,n,근,L
筋,k,ɨ,n,근,L
謹,k,ɨ,n,근,R
槿,k,ɨ,n,근,R
