hanja,initial,medial,final,hangul,tone
靳,k,ɨ,n,근,L
勤,k,ɨ,n,근,L
芹,k,ɨ,n,근,L
懃,k,ɨ,n,근,L
近,k,ɨ,n,근,R
訢,,ɨ,n,은,L
誾,,ɨ,n,은,L
齗,,ɨ,n,은,L
垽,,ɨ,n,은,R/H
欣,h,ɨ,n,흔,
昕,h,ɨ,n,흔,L
訢,h,ɨ,n,흔,L
脪,h,ɨ,n,흔,R
殷,,ɨ,n,은,L
慇,,ɨ,n,은,L
隱,,ɨ,n,은,H
癮,,ɨ,n,은,H
檃,,ɨ,n,은,H
訖,h,ɨ,r,흘,H
隱,,o,n,온,
吃,k,e,r,걸,H
乞,k,e,r,걸,H
肐,k,e,r,걸,H
虼,k,e,r,걸,H
倫,r,ju,n,륜,L
綸,r,ju,n,륜,L
俊,ts,ju,n,쥰,R
儁,ts,ju,n,쥰,R
皴,ts,ju,n,쥰,L
逡,ts,ju,n,쥰,
恂,ts,ju,n,쥰,R
詢,s,ju,n,슌,
肫,ts,ju,n,쥰,L
準,ts,ju,n,쥰,R
稕,ts,ju,n,쥰,R
春,tsʰ,ju,n,츈,L
蠢,ts,ju,n,쥰,R
脣,s,ju,n,슌,L
盾,s,ju,n,슌,R
楯,s,ju,n,슌,R
均,k,ju,n,균,L
鈞,k,ju,n,균,L
允,,ju,n,윤,R/H
尹,,ju,n,윤,R/H
齗,h,ɨ,n,흔,L
筠,k,ju,n,균,L
窀,t,u,n,둔,L
肫,t,u,n,둔,L
遵,ts,u,n,준,L
秫,tʰ,ju,r,튤,H
訹,tʰ,ju,r,튤,H
恤,h,ju,r,휼,H
卹,h,ju,r,휼,H
隼,ts,ju,n,쥰,R
峻,ts,ju,n,쥰,R
淪,r,ju,n,륜,L
輪,r,ju,n,륜,L
恂,s,ju,n,슌,L
筍,s,ju,n,슌,R
旬,s,ju,n,슌,L
循,s,ju,n,슌,L
巡,s,ju,n,슌,L
徇,s,ju,n,슌,R
順,s,ju,n,슌,R
舜,s,ju,n,슌,R
蕣,s,ju,n,슌,R
瞬,s,ju,n,슌,R
眴,s,ju,n,슌,R
純,s,ju,n,슌,L
醇,s,ju,n,슌,L
淳,s,ju,n,슌,L
鶉,s,ju,n,슌,L
蓴,s,ju,n,슌,L
潤,z,ju,n,ᅀᅲᆫ,R/H
閏,z,ju,n,ᅀᅲᆫ,R
麕,k,ju,n,균,L/H
囷,k,ju,n,균,R
菌,k,ju,n,균,L
律,r,ju,r,률,H
葎,r,ju,r,률,H
戍,s,ju,r,슐,H
銊,s,ju,r,슐,H
黜,tʰ,ju,r,튤,H
朮,tʰ,ju,r,튤,H
出,tsʰ,ju,r,츌,H
術,s,ju,r,슐,H
述,s,ju,r,슐,H
橘,k,ju,r,귤,H
鷸,h,ju,r,휼,H
繘,h,ju,r,휼,H
窘,k,u,n,군,R
殞,,u,n,운,
隕,,u,n,운,R
樁,tʰ,ju,ŋ,튜ᇰ,L
帥,s,o,r,솔,H
蟀,s,o,r,솔,H
率,s,o,r,솔,H
分,p,u,n,분,L
分,pʰ,u,n,푼,
粉,p,u,n,분,R/H
粉,pʰ,u,n,푼,
糞,p,u,n,분,R
奮,p,u,n,분,R
僨,p,u,n,분,R
饙,p,u,n,분,L
芬,p,u,n,분,L
紛,p,u,n,분,L
氛,p,u,n,분,L
焚,p,u,n,분,L
墳,p,u,n,분,L
豶,p,u,n,분,L
枌,p,u,n,분,L
氛,p,u,n,분,L
蚡,p,u,n,분,L
濆,p,u,n,분,L
鼢,p,u,n,분,L
憤,p,u,n,분,R
忿,p,u,n,분,R
坌,p,u,n,분,R
分,p,u,n,분,R/H
文,m,u,n,문,L
紋,m,u,n,문,L
蚊,m,u,n,문,L
聞,m,u,n,문,L
問,m,u,n,문,R
璺,m,u,n,문,R
聞,m,u,n,문,R
汶,m,u,n,문,R
君,k,u,n,군,L
軍,k,u,n,군,L
皸,k,u,n,군,L
莙,k,u,n,군,L
群,k,u,n,군,L
裙,k,u,n,군,L
郡,k,u,n,군,R
熏,h,u,n,훈,L
勳,h,u,n,훈,L
葷,h,u,n,훈,L
纁,h,u,n,훈,L
訓,h,u,n,훈,R
云,,u,n,운,L
雲,,u,n,운,L
耘,,u,n,운,L
芸,,u,n,운,L
韻,,u,n,운,
運,,u,n,운,R
暈,,u,n,운,R
餫,,u,n,운,R
屈,k,u,r,굴,H
崛,k,u,r,굴,
堀,k,u,r,굴,
蔚,,u,r,울,H
熨,,u,r,울,H
鬱,,u,r,울,H
不,p,ɨ,r,블,H
弗,p,ɨ,r,블,H
黻,p,ɨ,r,블,H
拂,p,ɨ,r,블,H
佛,p,ɨ,r,블,H
物,m,ɨ,r,믈,H
勿,m,ɨ,r,믈,H
氳,,o,n,온,L
韞,,o,n,온,R
蘊,,o,n,온,R
慍,,o,n,온,R
緼,,o,n,온,R
醖,,o,n,온,R
吻,m,ɨ,n,믄,R
佛,p,u,r,불,H
榜,p,a,ŋ,바ᇰ,R
蒡,p,a,ŋ,바ᇰ,L
謗,p,a,ŋ,바ᇰ,R
螃,p,a,ŋ,바ᇰ,L
傍,p,a,ŋ,바ᇰ,L
彷,p,a,ŋ,바ᇰ,L
膀,p,a,ŋ,바ᇰ,L
忙,m,a,ŋ,마ᇰ,L
莽,m,a,ŋ,마ᇰ,H
蟒,m,a,ŋ,마ᇰ,H
當,t,a,ŋ,다ᇰ,L
襠,t,a,ŋ,다ᇰ,L
璫,t,a,ŋ,다ᇰ,L
黨,t,a,ŋ,다ᇰ,R/H
當,t,a,ŋ,다ᇰ,R
湯,tʰ,a,ŋ,타ᇰ,L
帑,tʰ,a,ŋ,타ᇰ,R
儻,t,a,ŋ,다ᇰ,
盪,tʰ,a,ŋ,타ᇰ,R
鐋,tʰ,a,ŋ,타ᇰ,R
堂,t,a,ŋ,다ᇰ,L
棠,t,a,ŋ,다ᇰ,L
螳,t,a,ŋ,다ᇰ,L
囊,n,a,ŋ,나ᇰ,L
曩,n,a,ŋ,나ᇰ,R
郎,r,a,ŋ,라ᇰ,L
廊,r,a,ŋ,라ᇰ,L
狼,r,a,ŋ,라ᇰ,L
螂,r,a,ŋ,라ᇰ,L
稂,r,a,ŋ,라ᇰ,L
浪,r,a,ŋ,라ᇰ,R
蜋,r,a,ŋ,라ᇰ,
贓,ts,a,ŋ,자ᇰ,L
臧,ts,a,ŋ,자ᇰ,L
葬,ts,a,ŋ,자ᇰ,R
倉,tsʰ,a,ŋ,차ᇰ,L/R
蒼,tsʰ,a,ŋ,차ᇰ,L
鶬,tsʰ,a,ŋ,차ᇰ,L
藏,ts,a,ŋ,자ᇰ,L
藏,ts,a,ŋ,자ᇰ,R/H
桑,s,a,ŋ,사ᇰ,L
喪,s,a,ŋ,사ᇰ,L
磉,s,a,ŋ,사ᇰ,R
嗓,s,a,ŋ,사ᇰ,R
顙,s,a,ŋ,사ᇰ,R
崗,k,a,ŋ,가ᇰ,L
剛,k,a,ŋ,가ᇰ,L
綱,k,a,ŋ,가ᇰ,L
亢,k,a,ŋ,가ᇰ,L
康,k,a,ŋ,가ᇰ,L
糠,k,a,ŋ,가ᇰ,
穅,k,a,ŋ,가ᇰ,L
炕,k,a,ŋ,가ᇰ,R
炕,kʰ,a,ŋ,카ᇰ,
伉,h,a,ŋ,하ᇰ,R
昂,,a,ŋ,아ᇰ,L
枊,,a,ŋ,아ᇰ,L
行,h,a,ŋ,하ᇰ,L
航,h,a,ŋ,하ᇰ,L
吭,h,a,ŋ,하ᇰ,L
沆,h,a,ŋ,하ᇰ,R/L
行,h,a,ŋ,하ᇰ,R
盎,,a,ŋ,아ᇰ,R
貉,r,a,k,락,H
蕩,tʰ,a,ŋ,타ᇰ,R
盪,tʰ,a,ŋ,타ᇰ,R
唐,t,a,ŋ,다ᇰ,L
唐,tʰ,a,ŋ,타ᇰ,
糖,t,a,ŋ,다ᇰ,L
糖,tʰ,a,ŋ,타ᇰ,
塘,t,a,ŋ,다ᇰ,L
搪,t,a,ŋ,다ᇰ,
膛,t,a,ŋ,다ᇰ,L
煻,t,a,ŋ,다ᇰ,L
螗,t,a,ŋ,다ᇰ,L
喪,s,a,ŋ,사ᇰ,R
博,p,a,k,박,H
餺,p,a,k,박,H
愽,p,a,k,박,H
煿,p,a,k,박,H
粕,p,a,k,박,H
膊,p,a,k,박,H
濼,p,a,k,박,H
薄,p,a,k,박,H
箔,p,a,k,박,H
簿,p,a,k,박,H
莫,m,a,k,막,H
膜,m,a,k,막,H
幕,m,a,k,막,H
漠,m,a,k,막,H
託,tʰ,a,k,탁,H
托,tʰ,a,k,탁,H
槖,tʰ,a,k,탁,H
籜,tʰ,a,k,탁,H
驝,tʰ,a,k,탁,H
飥,tʰ,a,k,탁,H
鐸,tʰ,a,k,탁,H
度,tʰ,a,k,탁,H
諾,r,a,k,락,H
諾,n,a,k,낙,H
落,r,a,k,락,H
駱,r,a,k,락,H
酪,r,a,k,락,H
洛,r,a,k,락,H
絡,r,a,k,락,H
樂,r,a,k,락,H
珞,r,a,k,락,H
作,ts,a,k,작,H
錯,tsʰ,a,k,착,H
鑿,tsʰ,a,k,착,H
昨,ts,a,k,작,H
柞,ts,a,k,작,H
怍,ts,a,k,작,H
索,s,a,k,삭,H
各,k,a,k,각,H
閣,k,a,k,각,H
胳,k,a,k,각,H
顎,,a,k,악,H
愕,,a,k,악,H
諤,,a,k,악,H
鍔,,a,k,악,H
萼,,a,k,악,H
壑,h,a,k,학,H
臛,h,a,k,학,H
鶴,h,a,k,학,H
貉,h,a,k,학,H
惡,,a,k,악,H
堊,,a,k,악,H
光,k,wa,ŋ,과ᇰ,L
胱,k,wa,ŋ,과ᇰ,L
廣,k,wa,ŋ,과ᇰ,R
曠,k,wa,ŋ,과ᇰ,R/H
纊,k,wa,ŋ,과ᇰ,R
壙,k,wa,ŋ,과ᇰ,R
荒,h,wa,ŋ,화ᇰ,L
謊,h,wa,ŋ,화ᇰ,R
黃,h,wa,ŋ,화ᇰ,L
皇,h,wa,ŋ,화ᇰ,L
蝗,h,wa,ŋ,화ᇰ,L
煌,h,wa,ŋ,화ᇰ,
徨,h,wa,ŋ,화ᇰ,L
惶,h,wa,ŋ,화ᇰ,L
隍,h,wa,ŋ,화ᇰ,L
凰,h,wa,ŋ,화ᇰ,L
篁,h,wa,ŋ,화ᇰ,L
湟,h,wa,ŋ,화ᇰ,L
蟥,h,wa,ŋ,화ᇰ,L
幌,h,wa,ŋ,화ᇰ,R
汪,,wa,ŋ,와ᇰ,L
郭,k,wa,k,곽,H
椁,k,wa,k,곽,H
槨,k,wa,k,곽,H
籗,k,wa,k,곽,H
鞟,k,wa,k,곽,H
鞹,k,wa,k,곽,H
霍,k,wa,k,곽,H
彍,h,wa,k,확,H
癨,h,wa,k,확,H
臛,h,wa,k,확,H
鑊,h,wa,k,확,H
穫,h,wa,k,확,H
蠖,h,wa,k,확,H
雘,h,wa,k,확,H
丈,t,a,ŋ,다ᇰ,H
莊,ts,a,ŋ,자ᇰ,L
裝,ts,a,ŋ,자ᇰ,L
粧,ts,a,ŋ,자ᇰ,L
壯,ts,a,ŋ,자ᇰ,R
瘡,tsʰ,a,ŋ,차ᇰ,L
創,tsʰ,a,ŋ,차ᇰ,R/H
牀,s,a,ŋ,사ᇰ,L
床,s,a,ŋ,사ᇰ,L
狀,ts,a,ŋ,자ᇰ,R
霜,s,a,ŋ,사ᇰ,L
孀,s,a,ŋ,사ᇰ,L
爽,s,a,ŋ,사ᇰ,R
疆,k,a,ŋ,가ᇰ,L
薑,k,a,ŋ,가ᇰ,L
礓,k,a,ŋ,가ᇰ,L
姜,k,a,ŋ,가ᇰ,L
韁,k,a,ŋ,가ᇰ,L
襁,k,a,ŋ,가ᇰ,R
糨,k,a,ŋ,가ᇰ,R
羌,k,a,ŋ,가ᇰ,L
蜣,k,a,ŋ,가ᇰ,L
強,k,a,ŋ,가ᇰ,L
強,k,a,ŋ,가ᇰ,R
彊,k,a,ŋ,가ᇰ,R
仰,,a,ŋ,아ᇰ,R
仰,,a,ŋ,아ᇰ,R
秧,,a,ŋ,아ᇰ,L
殃,,a,ŋ,아ᇰ,
鴦,,a,ŋ,아ᇰ,L
胦,,a,ŋ,아ᇰ,L
脚,k,a,k,각,H
卻,k,a,k,각,H
虐,h,a,k,학,H
瘧,h,a,k,학,H
槍,tsʰ,a,ŋ,차ᇰ,L
搶,tsʰ,a,ŋ,차ᇰ,R/H
襄,z,ja,ŋ,ᅀᅣᇰ,L
驤,,ja,ŋ,야ᇰ,L
釀,,ja,ŋ,야ᇰ,R
餉,h,ja,ŋ,햐ᇰ,R
涼,n,je,ŋ,녀ᇰ,L
娘,n,ja,ŋ,냐ᇰ,L
孃,n,ja,ŋ,냐ᇰ,L
良,r,ja,ŋ,랴ᇰ,L
涼,r,ja,ŋ,랴ᇰ,L
量,r,ja,ŋ,랴ᇰ,L
糧,r,ja,ŋ,랴ᇰ,L
梁,r,ja,ŋ,랴ᇰ,L
樑,r,ja,ŋ,랴ᇰ,L
蜋,r,ja,ŋ,랴ᇰ,L
兩,r,ja,ŋ,랴ᇰ,R
魎,r,ja,ŋ,랴ᇰ,
亮,r,ja,ŋ,랴ᇰ,H
諒,r,ja,ŋ,랴ᇰ,H
輛,r,ja,ŋ,랴ᇰ,R
量,r,ja,ŋ,랴ᇰ,H
將,ts,ja,ŋ,쟈ᇰ,L
漿,ts,ja,ŋ,쟈ᇰ,L
槳,ts,ja,ŋ,쟈ᇰ,L
醬,ts,ja,ŋ,쟈ᇰ,H
將,ts,ja,ŋ,쟈ᇰ,R
牆,ts,ja,ŋ,쟈ᇰ,L
檣,ts,ja,ŋ,쟈ᇰ,L
蔷,ts,ja,ŋ,쟈ᇰ,L
嬙,ts,ja,ŋ,쟈ᇰ,L
匠,ts,ja,ŋ,쟈ᇰ,R
相,s,ja,ŋ,샤ᇰ,L
箱,s,ja,ŋ,샤ᇰ,L
廂,s,ja,ŋ,샤ᇰ,L
緗,s,ja,ŋ,샤ᇰ,L
想,s,ja,ŋ,샤ᇰ,H
詳,s,ja,ŋ,샤ᇰ,L
祥,s,ja,ŋ,샤ᇰ,L
翔,s,ja,ŋ,샤ᇰ,L
庠,s,ja,ŋ,샤ᇰ,L
象,s,ja,ŋ,샤ᇰ,H
像,s,ja,ŋ,샤ᇰ,H
橡,s,ja,ŋ,샤ᇰ,H
相,s,ja,ŋ,샤ᇰ,H
張,t,ja,ŋ,댜ᇰ,L
長,t,ja,ŋ,댜ᇰ,R
帳,t,ja,ŋ,댜ᇰ,R
脹,tʰ,ja,ŋ,탸ᇰ,R
漲,tʰ,ja,ŋ,탸ᇰ,R
韔,tʰ,ja,ŋ,탸ᇰ,R
長,t,ja,ŋ,댜ᇰ,L
腸,t,ja,ŋ,댜ᇰ,L
腸,tsʰ,ja,ŋ,챠ᇰ,L
場,t,ja,ŋ,댜ᇰ,L
場,r,ja,ŋ,랴ᇰ,L
丈,t,ja,ŋ,댜ᇰ,R
仗,t,ja,ŋ,댜ᇰ,R
杖,t,ja,ŋ,댜ᇰ,R
仗,t,ja,ŋ,댜ᇰ,R
章,ts,ja,ŋ,쟈ᇰ,L
慞,ts,ja,ŋ,쟈ᇰ,
彰,ts,ja,ŋ,쟈ᇰ,L
獐,ts,ja,ŋ,쟈ᇰ,L
掌,ts,ja,ŋ,쟈ᇰ,R
障,ts,ja,ŋ,쟈ᇰ,R
嶂,ts,ja,ŋ,쟈ᇰ,R
昌,tsʰ,ja,ŋ,챠ᇰ,L
菖,tsʰ,ja,ŋ,챠ᇰ,L
娼,tsʰ,ja,ŋ,챠ᇰ,L
廠,tsʰ,ja,ŋ,챠ᇰ,L
唱,tsʰ,ja,ŋ,챠ᇰ,R
商,s,ja,ŋ,샤ᇰ,L
傷,s,ja,ŋ,샤ᇰ,L
觴,s,ja,ŋ,샤ᇰ,L
賞,s,ja,ŋ,샤ᇰ,R/H
晌,s,ja,ŋ,샤ᇰ,H
常,s,ja,ŋ,샤ᇰ,L
嘗,s,ja,ŋ,샤ᇰ,L
裳,s,ja,ŋ,샤ᇰ,L
償,s,ja,ŋ,샤ᇰ,L
尚,s,ja,ŋ,샤ᇰ,L
上,s,ja,ŋ,샤ᇰ,R
尚,s,ja,ŋ,샤ᇰ,H
上,s,ja,ŋ,샤ᇰ,H
穰,z,ja,ŋ,ᅀᅣᇰ,L
禳,,ja,ŋ,야ᇰ,L
蘘,,ja,ŋ,야ᇰ,L
攘,z,ja,ŋ,ᅀᅣᇰ,L
香,h,ja,ŋ,햐ᇰ,L
鄉,h,ja,ŋ,햐ᇰ,L
享,h,ja,ŋ,햐ᇰ,R
響,h,ja,ŋ,햐ᇰ,R
曏,h,ja,ŋ,햐ᇰ,R
嚮,h,ja,ŋ,햐ᇰ,
饗,h,ja,ŋ,햐ᇰ,R/L
向,h,ja,ŋ,햐ᇰ,R
羊,,ja,ŋ,야ᇰ,L
洋,,ja,ŋ,야ᇰ,L
烊,,ja,ŋ,야ᇰ,L
楊,,ja,ŋ,야ᇰ,L
陽,,ja,ŋ,야ᇰ,L
揚,,ja,ŋ,야ᇰ,L
養,,ja,ŋ,야ᇰ,R
樣,,ja,ŋ,야ᇰ,
養,,ja,ŋ,야ᇰ,R
恙,,ja,ŋ,야ᇰ,R
煬,,ja,ŋ,야ᇰ,R
瓤,z,ja,ŋ,ᅀᅣᇰ,L
壤,z,ja,ŋ,ᅀᅣᇰ,R
攘,z,ja,ŋ,ᅀᅣᇰ,R
讓,z,ja,ŋ,ᅀᅣᇰ,R
略,r,ja,k,략,H
掠,r,ja,k,략,H
爵,ts,ja,k,쟉,H
雀,ts,ja,k,쟉,H
鵲,ts,ja,k,쟉,H
芍,ts,ja,k,쟉,H
嚼,ts,ja,k,쟉,H
削,s,ja,k,샥,H
著,tʰ,ja,k,탹,H
着,tʰ,ja,k,탹,H
著,tʰ,ja,k,탹,H
着,tʰ,ja,k,탹,H
酌,ts,ja,k,쟉,H
勺,ts,ja,k,쟉,H
灼,ts,ja,k,쟉,H
妁,ts,ja,k,쟉,H
繳,ts,ja,k,쟉,H
綽,ts,ja,k,쟉,H
爍,s,ja,k,샥,H
芍,s,ja,k,샥,H
杓,s,ja,k,샥,H
杓,ts,ja,k,쟉,H
若,z,ja,k,ᅀᅣᆨ,H
弱,z,ja,k,ᅀᅣᆨ,H
箬,z,ja,k,ᅀᅣᆨ,H
蹻,k,ja,k,갹,
屩,k,ja,k,갹,
噱,k,ja,k,갹,
臄,k,ja,k,갹,
醵,k,ja,k,갹,
約,,ja,k,약,H
藥,,ja,k,약,H
鑰,,ja,k,약,H
躍,,ja,k,약,H
籥,,ja,k,약,H
爚,,ja,k,약,H
孀,s,wa,ŋ,솨ᇰ,L
芍,s,ja,,샤,R
杓,ts,ja,,쟈,H
方,p,a,ŋ,바ᇰ,L
坊,p,a,ŋ,바ᇰ,L
昉,p,a,ŋ,바ᇰ,L
放,p,a,ŋ,바ᇰ,R
舫,p,a,ŋ,바ᇰ,L
芳,p,a,ŋ,바ᇰ,L
紡,p,a,ŋ,바ᇰ,L
訪,p,a,ŋ,바ᇰ,R
房,p,a,ŋ,바ᇰ,L
防,p,a,ŋ,바ᇰ,L
坊,p,a,ŋ,바ᇰ,L
魴,p,a,ŋ,바ᇰ,L
亡,m,a,ŋ,마ᇰ,L
忘,m,a,ŋ,마ᇰ,L
鋩,m,a,ŋ,마ᇰ,L
網,m,a,ŋ,마ᇰ,H
輞,m,a,ŋ,마ᇰ,H
魍,m,a,ŋ,마ᇰ,
罔,m,a,ŋ,마ᇰ,H/L
妄,m,a,ŋ,마ᇰ,R
望,m,a,ŋ,마ᇰ,R
縛,p,a,k,박,H
網,,wa,ŋ,와ᇰ,H
匡,k,wa,ŋ,과ᇰ,L
筐,k,wa,ŋ,과ᇰ,L
狂,k,wa,ŋ,과ᇰ,L
誑,k,wa,ŋ,과ᇰ,R/L
誆,k,wa,ŋ,과ᇰ,R
況,k,wa,ŋ,과ᇰ,R
枉,,wa,ŋ,와ᇰ,R
王,,wa,ŋ,와ᇰ,L
往,,wa,ŋ,와ᇰ,R
王,,wa,ŋ,와ᇰ,L
钁,h,wa,k,확,H
躩,h,wa,k,확,H
籰,,ja,k,약,H
邦,p,a,ŋ,바ᇰ,L
肨,pʰ,a,ŋ,파ᇰ,H
龐,p,a,ŋ,바ᇰ,L
棒,p,a,ŋ,바ᇰ,L
蚌,p,a,ŋ,바ᇰ,L
幢,t,a,ŋ,다ᇰ,L
戅,t,a,ŋ,다ᇰ,R
窗,tsʰ,a,ŋ,차ᇰ,L
雙,s,a,ŋ,사ᇰ,L
瀧,s,a,ŋ,사ᇰ,L
江,k,a,ŋ,가ᇰ,L
扛,k,a,ŋ,가ᇰ,L
豇,k,a,ŋ,가ᇰ,L
矼,k,a,ŋ,가ᇰ,L
講,k,a,ŋ,가ᇰ,R
港,k,a,ŋ,가ᇰ,R
降,k,a,ŋ,가ᇰ,R
洚,k,a,ŋ,가ᇰ,R
絳,k,a,ŋ,가ᇰ,R
腔,k,a,ŋ,가ᇰ,L
肛,h,a,ŋ,하ᇰ,L
降,h,a,ŋ,하ᇰ,L
缸,h,a,ŋ,하ᇰ,L
項,h,a,ŋ,하ᇰ,R
巷,h,a,ŋ,하ᇰ,R
爆,p,a,k,박,H
樸,p,a,k,박,H
朴,p,a,k,박,H
雹,p,a,k,박,H
骲,p,a,k,박,H
鰒,p,a,k,박,H
桌,tʰ,a,k,탁,H
琢,tʰ,a,k,탁,H
啄,tʰ,a,k,탁,H
椓,tʰ,a,k,탁,H
瘃,tʰ,a,k,탁,H
濁,tʰ,a,k,탁,H
捉,tsʰ,a,k,착,
鋜,tsʰ,a,k,착,H
朔,s,a,k,삭,H
槊,s,a,k,삭,H
數,s,a,k,삭,H
嗍,s,a,k,삭,H
覺,k,a,k,각,H
角,k,a,k,각,H
捔,k,a,k,각,H
殼,k,a,k,각,H
嶽,,a,k,악,H
樂,ŋ,a,k,ᅌᅡᆨ,H
樂,,a,k,악,H
确,k,a,k,각,H
握,,a,k,악,H
幄,,a,k,악,H
藐,,ja,k,약,
鰒,p,o,k,복,H
厖,p,a,ŋ,바ᇰ,L
邈,m,a,k,막,H
樁,ts,wa,ŋ,좌ᇰ,L
窗,ts,wa,ŋ,좌ᇰ,L
雙,s,wa,ŋ,솨ᇰ,L
確,h,wa,k,확,H
藐,m,ja,k,먁,H
學,h,ə,k,ᄒᆞᆨ,H
鷽,h,ə,k,ᄒᆞᆨ,H
桌,ts,o,,조,
墨,m,e,k,먹,
德,t,e,k,덕,H
賊,ts,e,k,적,H
亙,h,ə,ŋ,ᄒᆞᇰ,
恆,h,ə,ŋ,ᄒᆞᇰ,L
刻,h,ə,k,ᄒᆞᆨ,H
朋,p,ɨ,ŋ,브ᇰ,L
鵬,p,ɨ,ŋ,브ᇰ,
堋,p,ɨ,ŋ,브ᇰ,L
登,t,ɨ,ŋ,드ᇰ,L
燈,t,ɨ,ŋ,드ᇰ,L
等,t,ɨ,ŋ,드ᇰ,R
騰,t,ɨ,ŋ,드ᇰ,L
藤,t,ɨ,ŋ,드ᇰ,L
疼,t,ɨ,ŋ,드ᇰ,L
籐,t,ɨ,ŋ,드ᇰ,L
縢,t,ɨ,ŋ,드ᇰ,L
凳,t,ɨ,ŋ,드ᇰ,R
鐙,t,ɨ,ŋ,드ᇰ,R
橙,t,ɨ,ŋ,드ᇰ,L
鄧,t,ɨ,ŋ,드ᇰ,R/L
能,n,ɨ,ŋ,느ᇰ,L
能,r,ɨ,ŋ,르ᇰ,L
楞,r,ɨ,ŋ,르ᇰ,L
曾,ts,ɨ,ŋ,즈ᇰ,L
增,ts,ɨ,ŋ,즈ᇰ,L
罾,ts,ɨ,ŋ,즈ᇰ,R
矰,ts,ɨ,ŋ,즈ᇰ,L/R
曾,ts,ɨ,ŋ,즈ᇰ,L
層,tsʰ,ɨ,ŋ,츠ᇰ,L
贈,ts,ɨ,ŋ,즈ᇰ,R
僧,s,ɨ,ŋ,스ᇰ,L
肯,k,ɨ,ŋ,그ᇰ,R
北,p,ɨ,k,븍,H
踣,p,ɨ,k,븍,
得,t,ɨ,k,득,H
忒,tʰ,ɨ,k,특,H
肋,r,ɨ,k,륵,H
裓,k,ɨ,k,극,
黑,h,ɨ,k,흑,H
塞,s,əi,k,ᄉᆡᆨ,H
蔔,p,o,k,복,H
墨,m,ɨ,k,믁,H
默,m,ɨ,k,믁,H
冒,m,ɨ,k,믁,H
慝,tʰ,ɨ,k,특,H
特,tʰ,ɨ,k,특,H
勒,r,ɨ,k,륵,H
鰳,r,ɨ,k,륵,H
克,k,ɨ,k,극,H
剋,k,ɨ,k,극,
弘,h,o,ŋ,호ᇰ,L
或,h,o,k,혹,H
惑,h,o,k,혹,H
薨,h,u,ŋ,후ᇰ,L
國,k,u,k,국,H
肱,k,ɨ,ŋ,그ᇰ,L
肱,k,oi,ŋ,괴ᇰ,L
冰,p,i,ŋ,비ᇰ,L
憑,p,i,ŋ,비ᇰ,L
馮,p,i,ŋ,비ᇰ,L
徵,t,i,ŋ,디ᇰ,L
澄,t,i,ŋ,디ᇰ,L
稱,tsʰ,i,ŋ,치ᇰ,L
稱,tsʰ,i,ŋ,치ᇰ,R
秤,tsʰ,i,ŋ,치ᇰ,
仍,,i,ŋ,이ᇰ,L
孕,,i,ŋ,이ᇰ,R
媵,,i,ŋ,이ᇰ,R
匿,n,i,k,닉,
匿,r,i,k,릭,
稷,ts,i,k,직,H
息,s,i,k,식,H
飭,tʰ,i,k,틱,H
鶒,tʰ,i,k,틱,H
敕,tʰ,i,k,틱,H
直,t,i,k,딕,
值,tʰ,i,k,틱,
織,ts,i,k,직,H
職,ts,i,k,직,H
食,s,i,k,식,H
蝕,s,i,k,식,H
式,s,i,k,식,H
飾,s,i,k,식,H
拭,s,i,k,식,H
軾,s,i,k,식,H
殖,s,i,k,식,H
植,s,i,k,식,H
寔,s,i,k,식,H
翼,,i,k,익,H
弋,,i,k,익,H
翊,,i,k,익,H
翌,,i,k,익,H
杙,,i,k,익,H
釴,,i,k,익,H
陵,r,ɨ,ŋ,르ᇰ,L
蒸,ts,ɨ,ŋ,즈ᇰ,L
烝,ts,ɨ,ŋ,즈ᇰ,L
拯,ts,ɨ,ŋ,즈ᇰ,R/L
衿,k,ɨ,ŋ,그ᇰ,L
興,h,ɨ,ŋ,흐ᇰ,L
應,,ɨ,ŋ,으ᇰ,L
蠅,s,ɨ,ŋ,스ᇰ,L
繒,ts,ɨ,ŋ,즈ᇰ,L
甑,ts,ɨ,ŋ,즈ᇰ,R
澄,t,ɨ,ŋ,드ᇰ,L
即,ts,ɨ,k,즉,H
鯽,ts,ɨ,k,즉,H
凌,r,ɨ,ŋ,르ᇰ,L
綾,r,ɨ,ŋ,르ᇰ,L
菱,r,ɨ,ŋ,르ᇰ,L
證,ts,ɨ,ŋ,즈ᇰ,R
秤,tsʰ,ɨ,ŋ,츠ᇰ,
乘,s,ɨ,ŋ,스ᇰ,L
繩,s,ɨ,ŋ,스ᇰ,L
乘,s,ɨ,ŋ,스ᇰ,R/H
升,s,ɨ,ŋ,스ᇰ,L
勝,s,ɨ,ŋ,스ᇰ,L
昇,s,ɨ,ŋ,스ᇰ,
陞,s,ɨ,ŋ,스ᇰ,
勝,s,ɨ,ŋ,스ᇰ,R
榺,s,ɨ,ŋ,스ᇰ,R
